order_id,customer_id,customer_state,customer_city,order_status,order_purchase_timestamp,order_approved_at,order_delivered_customer_date,order_estimated_delivery_date,is_late,delivery_days,promised_days,n_items,total_price,total_freight,freight_to_price_ratio,cross_state,product_category,avg_review_score
O00894,C00062,PR,cascavel,delivered,2016-10-28 17:28:07,2016-10-30 01:28:07,2016-11-14 17:28:07,2016-11-15 17:28:07,0,17,18,2,291.86,69.57,0.5662,1,casa_conforto_2,5.0
O00902,C01116,AP,oida,delivered,2017-05-13 14:26:16,2017-05-14 14:26:16,2017-05-27 14:26:16,2017-06-04 14:26:16,0,14,22,1,218.53,35.0,0.1602,1,carnes,5.0
O00904,C00357,PI,teresina,delivered,2018-05-18 03:24:50,2018-05-19 03:24:50,2018-06-01 03:24:50,2018-06-01 03:24:50,0,14,14,1,394.48,38.08,0.0965,1,casa_limpeza,5.0
O00905,C00303,PI,teresina,delivered,2018-10-09 04:41:39,2018-10-11 00:41:39,2018-10-23 04:41:39,2018-10-27 04:41:39,0,14,18,2,305.12,39.79,0.1138,1,instrumentos_musicais,4.0
O00910,C01689,RR,boa vista,delivered,2018-05-09 17:00:20,2018-05-09 23:00:20,2018-05-15 17:00:20,2018-05-30 17:00:20,0,6,21,1,151.18,10.14,0.0671,1,fashion_calcados,5.0
O00917,C01467,RR,caracarai,delivered,2016-09-01 22:13:29,2016-09-03 07:13:29,2016-09-19 22:13:29,2016-09-10 22:13:29,1,18,9,2,687.83,63.29,0.0898,1,cool_stuff,1.0
O00928,C00080,RJ,campos,delivered,2018-09-28 05:23:36,2018-09-28 11:23:36,2018-10-18 05:23:36,2018-10-05 05:23:36,1,20,7,1,342.89,29.73,0.0867,1,eletronicos,3.0
O00929,C00170,AP,oida,delivered,2017-09-17 04:47:03,2017-09-19 03:47:03,2017-10-10 04:47:03,2017-09-25 04:47:03,1,23,8,1,133.67,16.75,0.1253,1,fashion_underwear,1.0
O00930,C00932,RJ,niteroi,delivered,2018-04-14 01:52:33,2018-04-16 01:52:33,2018-05-06 01:52:33,2018-05-04 01:52:33,1,22,20,1,225.2,10.03,0.0445,1,casa_garagem,3.0
O00943,C00043,SE,lagarto,delivered,2018-03-27 02:46:58,2018-03-28 19:46:58,2018-04-12 02:46:58,2018-04-16 02:46:58,0,16,20,1,11.19,41.07,3.6702,1,musica_arte,3.0
O00955,C01298,SC,criciuma,delivered,2016-12-20 04:02:05,2016-12-20 14:02:05,2017-01-19 04:02:05,2017-01-10 04:02:05,1,30,21,1,440.42,10.64,0.0242,1,casa_iluminacao,4.0
O00962,C00495,BA,feira de santana,delivered,2017-11-21 19:32:13,2017-11-23 03:32:13,2017-12-07 19:32:13,2017-12-15 19:32:13,0,16,24,1,326.62,14.42,0.0441,1,casa_quarto,5.0
O00990,C01169,BA,vitoria da conquista,delivered,2017-10-20 08:37:49,2017-10-21 20:37:49,2017-10-30 08:37:49,2017-10-29 08:37:49,1,10,9,1,95.11,49.21,0.5174,1,perfumaria,4.0
O00991,C00048,DF,brasilia,delivered,2018-01-06 00:05:42,2018-01-06 15:05:42,2018-02-04 00:05:42,2018-01-23 00:05:42,1,29,17,2,455.67,52.71,0.1181,1,flores,2.0
O00993,C01995,MS,dourados,delivered,2017-10-25 00:13:54,2017-10-26 08:13:54,2017-11-04 00:13:54,2017-11-12 00:13:54,0,10,18,1,227.46,11.52,0.0506,1,cool_stuff,5.0
O01004,C01841,SC,sao jose,delivered,2017-08-25 16:24:26,2017-08-26 17:24:26,2017-09-12 16:24:26,2017-08-30 16:24:26,1,18,5,2,804.24,65.37,0.0812,1,moveis_jardim,5.0
O01005,C01406,RO,cacoal,delivered,2017-09-15 03:41:49,2017-09-16 21:41:49,2017-10-02 03:41:49,2017-09-20 03:41:49,1,17,5,1,241.2,24.45,0.1014,1,casa_escritorio,3.0
O01045,C00050,AM,coari,delivered,2018-07-29 12:01:20,2018-07-30 14:01:20,2018-08-20 12:01:20,2018-08-17 12:01:20,1,22,19,1,480.41,41.98,0.0874,1,relogios_presentes,4.0
O01056,C00234,RS,porto alegre,delivered,2017-01-03 05:28:48,2017-01-05 00:28:48,2017-01-16 05:28:48,2017-01-27 05:28:48,0,13,24,3,630.58,123.18,0.3551,1,bebes,5.0
O01062,C00106,PE,olinda,delivered,2017-12-11 13:34:46,2017-12-12 06:34:46,2017-12-18 13:34:46,2018-01-02 13:34:46,0,7,22,2,626.27,72.51,0.124,1,casa_escritorio,5.0
O01073,C01009,BA,ilheus,delivered,2017-01-22 09:45:15,2017-01-24 06:45:15,2017-01-26 09:45:15,2017-01-27 09:45:15,0,4,5,1,442.34,5.69,0.0129,1,fashion_esporte,4.0
O01102,C01255,GO,luziania,delivered,2017-07-03 12:03:14,2017-07-04 16:03:14,2017-07-29 12:03:14,2017-07-09 12:03:14,1,26,6,1,496.83,29.82,0.06,1,cool_stuff,4.0
O01123,C01369,MA,imperatriz,delivered,2017-11-07 07:47:49,2017-11-07 13:47:49,2017-11-12 07:47:49,2017-11-23 07:47:49,0,5,16,1,232.74,24.06,0.1034,1,sinalizacao_seguranca,4.0
O01124,C00362,PR,londrina,delivered,2018-04-26 13:14:23,2018-04-27 02:14:23,2018-05-07 13:14:23,2018-05-01 13:14:23,1,11,5,2,378.54,72.35,0.1861,1,moveis_quarto,3.0
O01127,C01551,ES,linhares,delivered,2018-02-28 20:29:32,2018-02-28 22:29:32,2018-03-15 20:29:32,2018-03-18 20:29:32,0,15,18,1,270.16,20.98,0.0777,1,moveis_sala,4.0
O01143,C00672,DF,taguatinga,delivered,2017-06-15 00:57:14,2017-06-16 22:57:14,2017-06-22 00:57:14,2017-07-06 00:57:14,0,7,21,1,104.59,35.62,0.3406,1,portateis_casa_forno_cafe,5.0
O01152,C00832,RN,caico,delivered,2017-02-14 01:10:58,2017-02-14 18:10:58,2017-03-06 01:10:58,2017-02-26 01:10:58,1,20,12,1,222.98,21.08,0.0945,1,casa_quarto,4.0
O01171,C00888,SE,nossa senhora do socorro,delivered,2018-08-22 03:36:31,2018-08-22 14:36:31,2018-09-20 03:36:31,2018-08-28 03:36:31,1,29,6,1,158.05,22.81,0.1443,1,informatica_acessorios,1.0
O01179,C01044,TO,porto nacional,delivered,2017-04-13 18:30:54,2017-04-14 02:30:54,2017-04-27 18:30:54,2017-05-04 18:30:54,0,14,21,1,363.71,42.55,0.117,1,instrumentos_musicais,5.0
O01195,C00199,MT,rondonopolis,delivered,2016-10-27 21:08:18,2016-10-28 14:08:18,2016-11-17 21:08:18,2016-11-14 21:08:18,1,21,18,1,31.07,11.43,0.3679,1,pc_gamer,5.0
O01208,C01708,PI,campo maior,delivered,2017-05-06 02:31:02,2017-05-07 09:31:02,2017-05-14 02:31:02,2017-05-22 02:31:02,0,8,16,2,323.88,56.07,0.3378,1,casa_conforto_2,2.0
O01223,C01696,PE,caruaru,delivered,2017-06-04 23:52:51,2017-06-05 02:52:51,2017-07-04 23:52:51,2017-06-15 23:52:51,1,30,11,1,240.45,33.07,0.1375,1,flores,4.0
O01250,C00398,PI,campo maior,delivered,2018-04-11 08:08:21,2018-04-13 06:08:21,2018-04-30 08:08:21,2018-05-06 08:08:21,0,19,25,1,60.79,30.65,0.5042,1,papelaria,4.0
O01268,C00646,MA,imperatriz,delivered,2017-03-09 19:12:58,2017-03-10 21:12:58,2017-04-06 19:12:58,2017-03-18 19:12:58,1,28,9,1,449.72,29.03,0.0646,1,fraldas_higiene,5.0
O01282,C01249,PE,petrolina,delivered,2018-02-20 04:04:53,2018-02-20 13:04:53,2018-02-25 04:04:53,2018-03-06 04:04:53,0,5,14,1,25.69,18.9,0.7357,1,casa_jardim,5.0
O01285,C01086,GO,aparecida de goiania,delivered,2018-09-12 12:46:54,2018-09-13 10:46:54,2018-10-03 12:46:54,2018-09-21 12:46:54,1,21,9,1,78.07,32.0,0.4099,1,casa_utilidades,2.0
O01287,C01929,AM,coari,delivered,2017-08-01 21:36:49,2017-08-03 12:36:49,2017-08-08 21:36:49,2017-08-08 21:36:49,0,7,7,1,285.49,23.99,0.084,1,carnes,1.0
O01294,C01066,PE,jaboatao,delivered,2017-07-13 15:10:54,2017-07-14 15:10:54,2017-08-04 15:10:54,2017-07-20 15:10:54,1,22,7,2,540.12,62.66,0.1158,1,consoles_games,1.0
O01305,C01416,SE,itabaiana,delivered,2016-09-29 01:06:30,2016-09-30 16:06:30,2016-10-18 01:06:30,2016-10-15 01:06:30,1,19,16,2,776.21,64.8,0.0818,1,artigos_nautica,3.0
O01323,C00832,RN,caico,delivered,2018-03-12 06:07:57,2018-03-13 17:07:57,2018-03-28 06:07:57,2018-03-25 06:07:57,1,16,13,1,180.84,32.2,0.1781,1,casa_limpeza,4.0
O01328,C00817,AP,macapa,delivered,2017-04-20 09:20:04,2017-04-21 01:20:04,2017-05-17 09:20:04,2017-05-04 09:20:04,1,27,14,1,126.94,46.98,0.3701,1,consoles_games,3.0
O01329,C01741,RN,mossoro,delivered,2017-10-28 09:13:15,2017-10-30 02:13:15,2017-11-27 09:13:15,2017-11-02 09:13:15,1,30,5,1,429.87,32.87,0.0765,1,eletrodomesticos_2,2.0
O01346,C00539,CE,juazeiro do norte,delivered,2016-12-14 07:50:06,2016-12-14 20:50:06,2016-12-31 07:50:06,2016-12-26 07:50:06,1,17,12,1,184.82,41.74,0.2258,1,consoles_games,1.0
O01348,C00707,BA,salvador,delivered,2018-05-17 10:00:25,2018-05-17 17:00:25,2018-05-22 10:00:25,2018-06-05 10:00:25,0,5,19,1,121.38,45.39,0.3739,1,informatica_acessorios,2.0
O01378,C01778,SP,campinas,delivered,2016-09-26 02:43:21,2016-09-26 13:43:21,2016-09-30 02:43:21,2016-10-11 02:43:21,0,4,15,1,338.07,27.05,0.08,1,cool_stuff,5.0
O01381,C01328,SE,itabaiana,delivered,2017-03-21 22:18:37,2017-03-22 18:18:37,2017-04-03 22:18:37,2017-04-14 22:18:37,0,13,24,1,373.0,29.21,0.0783,1,instrumentos_musicais,5.0
O01386,C00800,GO,rio verde,delivered,2018-09-12 22:16:19,2018-09-13 11:16:19,2018-10-06 22:16:19,2018-09-22 22:16:19,1,24,10,1,198.48,43.61,0.2197,1,utilidades_domesticas,1.0
O01394,C01548,PA,maraba,delivered,2018-04-30 02:00:41,2018-05-01 03:00:41,2018-05-13 02:00:41,2018-05-19 02:00:41,0,13,19,2,81.2,30.04,0.3744,1,eletronicos,5.0
O01400,C01400,SC,criciuma,delivered,2017-10-24 06:27:34,2017-10-25 08:27:34,2017-11-03 06:27:34,2017-11-04 06:27:34,0,10,11,2,712.55,44.47,0.0622,1,dvds_blu_ray,5.0
O01402,C01402,MG,uberlandia,delivered,2018-01-23 08:16:38,2018-01-23 20:16:38,2018-02-05 08:16:38,2018-02-12 08:16:38,0,13,20,2,480.17,77.72,0.3823,1,cds_dvds_musicais,5.0
O01408,C00665,PA,anamideua,delivered,2016-09-25 06:49:06,2016-09-26 22:49:06,2016-10-13 06:49:06,2016-10-09 06:49:06,1,18,14,3,1125.12,70.97,0.0696,1,beleza_saude,2.0
O01415,C00220,PE,jaboatao,delivered,2017-08-03 11:16:45,2017-08-05 10:16:45,2017-08-25 11:16:45,2017-08-14 11:16:45,1,22,11,1,357.63,43.55,0.1218,1,moveis_escritorio,5.0
O01416,C01675,PB,joao pessoa,delivered,2018-06-14 15:29:11,2018-06-15 22:29:11,2018-07-03 15:29:11,2018-06-22 15:29:11,1,19,8,1,31.71,45.2,1.4254,1,moveis_cozinha,1.0
O01436,C01744,SC,florianopolis,delivered,2018-04-19 01:47:37,2018-04-20 02:47:37,2018-05-14 01:47:37,2018-05-09 01:47:37,1,25,20,1,17.21,36.23,2.1052,1,moveis_cozinha,3.0
O01445,C00190,RS,santa maria,delivered,2016-12-01 15:06:04,2016-12-02 16:06:04,2016-12-06 15:06:04,2016-12-22 15:06:04,0,5,21,4,600.29,141.51,0.8789,1,cama_mesa_banho,4.0
O01454,C01472,BA,itabuna,delivered,2018-07-15 19:06:32,2018-07-16 03:06:32,2018-07-23 19:06:32,2018-07-22 19:06:32,1,8,7,1,161.49,5.33,0.033,1,fashion_underwear,4.0
O01458,C01501,RR,mucajai,delivered,2018-06-26 11:26:38,2018-06-27 08:26:38,2018-07-17 11:26:38,2018-07-03 11:26:38,1,21,7,1,73.84,25.41,0.3441,1,telefonia,1.0
O01477,C00484,RS,santa maria,delivered,2018-04-26 12:08:15,2018-04-28 06:08:15,2018-05-17 12:08:15,2018-05-19 12:08:15,0,21,23,1,12.67,42.37,3.3441,1,fashion_roupa_feminina,5.0
O01482,C00979,AL,rio largo,delivered,2017-11-05 14:10:31,2017-11-07 08:10:31,2017-11-24 14:10:31,2017-11-16 14:10:31,1,19,11,1,208.92,5.71,0.0273,1,casa_quarto,3.0
O01489,C00266,PE,jaboatao,delivered,2017-06-08 17:14:40,2017-06-08 20:14:40,2017-07-04 17:14:40,2017-06-14 17:14:40,1,26,6,1,66.35,45.81,0.6904,1,esporte_lazer,2.0
O01490,C00915,MA,sao luis,delivered,2017-03-31 05:57:15,2017-04-02 04:57:15,2017-04-26 05:57:15,2017-04-21 05:57:15,1,26,21,3,950.48,36.12,0.0438,1,alimentos_bebidas,1.0
O01497,C00276,MS,corumba,delivered,2017-04-22 05:10:49,2017-04-23 20:10:49,2017-04-29 05:10:49,2017-04-27 05:10:49,1,7,5,1,216.42,49.73,0.2298,1,moda_roupa,3.0
O01500,C01466,SE,nossa senhora do socorro,delivered,2018-02-19 07:26:04,2018-02-19 16:26:04,2018-03-12 07:26:04,2018-03-11 07:26:04,1,21,20,4,889.87,143.59,0.1946,1,casa_banheiro,1.0
O01508,C00908,CE,caucaia,delivered,2017-01-11 14:57:29,2017-01-12 18:57:29,2017-02-01 14:57:29,2017-01-16 14:57:29,1,21,5,1,265.27,33.29,0.1255,1,casa_outros,3.0
O01514,C00925,AC,tarauaca,delivered,2018-03-27 13:08:24,2018-03-28 17:08:24,2018-04-08 13:08:24,2018-04-20 13:08:24,0,12,24,1,397.96,31.66,0.0796,1,musica_arte,4.0
O01520,C01135,DF,taguatinga,delivered,2017-08-24 01:27:50,2017-08-24 08:27:50,2017-09-04 01:27:50,2017-08-31 01:27:50,1,11,7,1,90.39,26.41,0.2922,1,casa_cozinha,1.0
O01523,C00304,RO,ariquemes,delivered,2016-10-18 08:27:11,2016-10-20 07:27:11,2016-10-31 08:27:11,2016-10-24 08:27:11,1,13,6,2,488.28,38.38,0.2155,1,casa_banheiro,2.0
O01526,C00164,TO,gurupi,delivered,2016-11-14 06:03:10,2016-11-15 01:03:10,2016-12-03 06:03:10,2016-11-27 06:03:10,1,19,13,1,101.18,15.7,0.1552,1,casa_garagem,2.0
O01532,C01244,AL,delmiro gouveia,delivered,2018-05-19 09:15:53,2018-05-19 20:15:53,2018-06-05 09:15:53,2018-06-01 09:15:53,1,17,13,1,452.33,49.54,0.1095,1,casa_sala,2.0
O01551,C00914,AP,macapa,delivered,2016-09-23 18:34:56,2016-09-23 23:34:56,2016-10-04 18:34:56,2016-10-03 18:34:56,1,11,10,1,53.3,22.89,0.4295,1,papelaria,2.0
O01579,C01476,CE,caucaia,delivered,2017-10-17 09:37:44,2017-10-19 01:37:44,2017-10-28 09:37:44,2017-11-05 09:37:44,0,11,19,2,383.12,72.23,0.1859,1,alimentos_bebidas,3.0
O01601,C00557,TO,porto nacional,delivered,2017-01-02 16:25:42,2017-01-03 21:25:42,2017-01-21 16:25:42,2017-01-10 16:25:42,1,19,8,2,878.04,58.7,0.0673,1,casa_iluminacao,2.0
O01619,C00868,MT,sinop,delivered,2018-03-20 17:53:41,2018-03-22 01:53:41,2018-04-02 17:53:41,2018-04-11 17:53:41,0,13,22,3,798.87,42.23,0.0559,1,fashion_roupa_feminina,5.0
O01620,C01828,RS,canoas,delivered,2016-10-16 08:03:57,2016-10-17 21:03:57,2016-10-28 08:03:57,2016-10-31 08:03:57,0,12,15,1,420.64,32.03,0.0761,1,cool_stuff,2.0
O01621,C01976,RO,cacoal,delivered,2017-08-09 21:30:38,2017-08-10 10:30:38,2017-09-06 21:30:38,2017-09-02 21:30:38,1,28,24,1,484.52,25.33,0.0523,1,informatica_acessorios,5.0
O01631,C00576,AL,rio largo,delivered,2017-02-03 05:05:24,2017-02-03 11:05:24,2017-03-05 05:05:24,2017-02-24 05:05:24,1,30,21,3,769.38,97.35,0.1288,1,artes,4.0
O01657,C01517,DF,ceilandia,delivered,2017-02-09 07:19:21,2017-02-10 16:19:21,2017-03-11 07:19:21,2017-02-26 07:19:21,1,30,17,1,134.55,5.76,0.0428,1,perfumaria,5.0
O01665,C01506,CE,juazeiro do norte,delivered,2018-04-23 14:59:42,2018-04-25 06:59:42,2018-05-09 14:59:42,2018-05-16 14:59:42,0,16,23,1,394.75,28.82,0.073,1,relogios_presentes,5.0
O01669,C01766,PI,teresina,delivered,2018-04-16 09:19:48,2018-04-18 07:19:48,2018-04-27 09:19:48,2018-04-25 09:19:48,1,11,9,2,70.45,43.45,0.861,1,dvds_blu_ray,2.0
O01671,C00334,RR,caracarai,delivered,2017-09-01 18:48:08,2017-09-02 10:48:08,2017-09-07 18:48:08,2017-09-10 18:48:08,0,6,9,1,444.17,34.84,0.0784,1,casa_garagem,3.0
O01672,C01999,CE,juazeiro do norte,delivered,2017-02-23 02:51:52,2017-02-24 20:51:52,2017-03-13 02:51:52,2017-02-28 02:51:52,1,18,5,1,398.64,31.34,0.0786,1,pc_gamer,1.0
O01677,C00791,PR,curitiba,delivered,2018-08-18 14:51:03,2018-08-19 18:51:03,2018-08-22 14:51:03,2018-08-23 14:51:03,0,4,5,2,118.74,42.5,0.3912,1,la_cuisine,1.0
O01678,C01041,RR,caracarai,delivered,2018-09-17 23:15:17,2018-09-19 21:15:17,2018-09-20 23:15:17,2018-10-09 23:15:17,0,3,22,2,619.41,45.92,0.0706,1,casa_garagem,5.0
O01686,C01933,GO,aparecida de goiania,delivered,2018-01-25 17:48:57,2018-01-27 17:48:57,2018-02-11 17:48:57,2018-02-01 17:48:57,1,17,7,5,789.14,106.86,0.2146,1,casa_conforto,5.0
O01695,C01274,PB,bayeux,delivered,2018-05-23 13:03:15,2018-05-24 00:03:15,2018-06-09 13:03:15,2018-05-28 13:03:15,1,17,5,1,425.84,5.1,0.012,1,cds_dvds_musicais,2.0
O01704,C01606,PB,bayeux,delivered,2018-08-18 02:47:08,2018-08-19 02:47:08,2018-08-31 02:47:08,2018-08-26 02:47:08,1,13,8,1,343.9,40.05,0.1165,1,brinquedos,1.0
O01707,C00198,RR,boa vista,delivered,2017-04-13 17:04:14,2017-04-14 11:04:14,2017-05-08 17:04:14,2017-05-06 17:04:14,1,25,23,1,468.64,29.04,0.062,1,fashion_bolsas,3.0
O01715,C00840,PE,recife,delivered,2017-11-02 08:48:22,2017-11-02 12:48:22,2017-11-11 08:48:22,2017-11-11 08:48:22,0,9,9,1,328.75,26.94,0.0819,1,audio,4.0
O01725,C00466,RO,vilhena,delivered,2018-07-17 10:20:43,2018-07-17 14:20:43,2018-07-24 10:20:43,2018-07-28 10:20:43,0,7,11,1,254.89,10.87,0.0426,1,casa_utilidades,5.0
O01757,C01608,TO,palmas,delivered,2018-03-10 02:45:52,2018-03-10 06:45:52,2018-04-09 02:45:52,2018-03-28 02:45:52,1,30,18,1,433.98,38.13,0.0879,1,casa_outros,5.0
O01760,C01341,RN,caico,delivered,2017-10-09 07:41:44,2017-10-10 12:41:44,2017-10-31 07:41:44,2017-10-24 07:41:44,1,22,15,1,488.01,49.65,0.1017,1,artes,2.0
O01773,C00741,RN,mossoro,delivered,2018-04-26 14:47:36,2018-04-26 19:47:36,2018-05-12 14:47:36,2018-05-16 14:47:36,0,16,20,1,157.42,38.24,0.2429,1,la_cuisine,5.0
O01776,C00978,SP,santos,delivered,2017-10-14 04:41:55,2017-10-14 07:41:55,2017-10-24 04:41:55,2017-11-03 04:41:55,0,10,20,1,421.74,49.1,0.1164,1,fashion_esporte,4.0
O01780,C00939,GO,aparecida de goiania,delivered,2018-04-09 14:43:09,2018-04-10 01:43:09,2018-04-12 14:43:09,2018-04-20 14:43:09,0,3,11,3,590.17,86.07,0.7485,1,casa_escritorio,3.0
O01792,C01618,AL,delmiro gouveia,delivered,2018-08-02 20:00:07,2018-08-03 17:00:07,2018-09-01 20:00:07,2018-08-12 20:00:07,1,30,10,2,612.36,43.1,0.0824,1,casa_quarto,4.0
O01796,C00758,PB,campina grande,delivered,2018-03-04 11:45:13,2018-03-05 21:45:13,2018-03-15 11:45:13,2018-03-23 11:45:13,0,11,19,2,498.04,44.49,0.1121,1,casa_limpeza,4.0
O01804,C01804,AP,porto grande,delivered,2017-12-31 03:31:22,2018-01-01 16:31:22,2018-01-25 03:31:22,2018-01-20 03:31:22,1,25,20,1,434.37,28.39,0.0654,1,casa_outros,2.0
O01809,C01842,PE,olinda,delivered,2017-05-26 18:43:36,2017-05-28 03:43:36,2017-06-07 18:43:36,2017-06-01 18:43:36,1,12,6,5,1187.76,165.35,0.1969,1,casa_garagem,2.0
O01821,C01031,RN,sao goncalo do amarante,delivered,2017-01-24 07:18:50,2017-01-25 10:18:50,2017-01-28 07:18:50,2017-02-11 07:18:50,0,4,18,2,198.17,71.24,0.4513,1,malas_acessorios,5.0
O01844,C00201,AP,oida,delivered,2018-05-27 03:05:01,2018-05-27 13:05:01,2018-06-22 03:05:01,2018-06-10 03:05:01,1,26,14,1,155.99,11.55,0.074,1,perfumaria,1.0
O01860,C01429,PI,picos,delivered,2016-09-13 07:15:15,2016-09-14 20:15:15,2016-10-12 07:15:15,2016-10-07 07:15:15,1,29,24,1,101.18,12.23,0.1209,1,moveis_decoracao,5.0
O01861,C01879,RJ,rio de janeiro,delivered,2017-12-20 21:32:13,2017-12-22 06:32:13,2018-01-02 21:32:13,2017-12-30 21:32:13,1,13,10,1,265.8,40.39,0.152,1,audio,1.0
O01864,C00232,MA,caxias,delivered,2017-09-08 02:17:35,2017-09-08 03:17:35,2017-09-19 02:17:35,2017-09-17 02:17:35,1,11,9,2,959.84,60.29,0.0639,1,casa_garagem,5.0
O01870,C01161,PE,recife,delivered,2018-06-04 00:40:44,2018-06-04 15:40:44,2018-06-21 00:40:44,2018-06-16 00:40:44,1,17,12,2,300.49,61.59,0.2153,1,alimentos_bebidas,1.0
O01880,C00928,PI,campo maior,delivered,2017-03-25 03:26:14,2017-03-26 16:26:14,2017-04-18 03:26:14,2017-04-09 03:26:14,1,24,15,1,403.4,33.58,0.0832,1,perfumaria,1.0
O01888,C00465,TO,paraíso do tocantins,delivered,2017-03-11 17:21:09,2017-03-12 07:21:09,2017-03-30 17:21:09,2017-04-05 17:21:09,0,19,25,3,521.79,73.88,0.1438,1,fashion_roupa_feminina,4.0
O01890,C01861,AL,maceio,delivered,2016-10-25 11:57:50,2016-10-26 00:57:50,2016-11-09 11:57:50,2016-11-18 11:57:50,0,15,24,1,376.25,13.39,0.0356,1,la_cuisine,4.0
O01902,C01020,SE,estancia,delivered,2017-03-07 15:29:44,2017-03-09 00:29:44,2017-04-05 15:29:44,2017-03-18 15:29:44,1,29,11,1,287.74,10.42,0.0362,1,instrumentos_musicais,2.0
O01934,C00499,MS,campo grande,delivered,2018-06-30 23:25:48,2018-07-02 15:25:48,2018-07-20 23:25:48,2018-07-23 23:25:48,0,20,23,1,342.6,7.4,0.0216,1,eletronicos,3.0
O01948,C00951,RO,ji-parana,delivered,2018-05-08 14:38:54,2018-05-09 10:38:54,2018-06-01 14:38:54,2018-05-26 14:38:54,1,24,18,1,426.66,44.71,0.1048,1,casa_outros,4.0
O01962,C01347,RR,alto alegre,delivered,2018-07-08 03:58:37,2018-07-08 19:58:37,2018-07-21 03:58:37,2018-07-21 03:58:37,0,13,13,2,453.42,57.39,0.1456,1,casa_banheiro,3.0
O01967,C00541,PA,santarem,delivered,2016-09-27 16:22:30,2016-09-29 02:22:30,2016-10-26 16:22:30,2016-10-19 16:22:30,1,29,22,2,709.76,22.8,0.0326,1,casa_garagem,3.0
O01974,C00759,PI,campo maior,delivered,2018-02-06 00:16:12,2018-02-07 07:16:12,2018-02-13 00:16:12,2018-02-15 00:16:12,0,7,9,1,279.76,13.71,0.049,1,papelaria,4.0
O01975,C00077,PA,santarem,delivered,2017-09-15 17:09:16,2017-09-15 18:09:16,2017-09-26 17:09:16,2017-10-08 17:09:16,0,11,23,3,662.84,104.59,0.1556,1,alimentos_bebidas,1.0
O01990,C01601,SE,lagarto,delivered,2016-10-14 12:40:35,2016-10-14 15:40:35,2016-11-06 12:40:35,2016-10-29 12:40:35,1,23,15,1,177.59,24.96,0.1405,1,casa_conforto_2,1.0
O01991,C01456,PI,parnaiba,delivered,2017-04-07 19:57:02,2017-04-09 08:57:02,2017-04-22 19:57:02,2017-04-30 19:57:02,0,15,23,1,374.84,26.33,0.0702,1,casa_banheiro,4.0
O02001,C00822,PA,castanhal,delivered,2017-02-15 11:20:28,2017-02-16 01:20:28,2017-02-18 11:20:28,2017-02-27 11:20:28,0,3,12,2,377.47,67.56,0.1824,1,fashion_roupa_masculina,5.0
O02008,C01672,AL,delmiro gouveia,delivered,2018-09-28 12:23:49,2018-09-28 23:23:49,2018-10-07 12:23:49,2018-10-11 12:23:49,0,9,13,2,679.67,27.71,0.0475,1,beleza_saude,4.0
O02032,C01404,AP,oida,delivered,2017-10-10 22:35:48,2017-10-12 12:35:48,2017-10-25 22:35:48,2017-10-21 22:35:48,1,15,11,1,233.54,34.39,0.1473,1,malas_acessorios,3.0
O02039,C01402,MG,uberlandia,delivered,2018-02-25 17:07:02,2018-02-25 22:07:02,2018-03-27 17:07:02,2018-03-12 17:07:02,1,30,15,2,555.19,66.85,0.1263,1,fraldas_higiene,3.0
O02043,C01887,RJ,duque de caxias,delivered,2018-10-14 15:05:20,2018-10-15 22:05:20,2018-10-22 15:05:20,2018-10-24 15:05:20,0,8,10,3,513.19,110.0,0.2724,1,brinquedos,5.0
O02044,C01868,AP,oida,delivered,2018-03-12 05:02:02,2018-03-13 18:02:02,2018-03-28 05:02:02,2018-03-19 05:02:02,1,16,7,1,310.96,12.87,0.0414,1,construcao_ferramentas,3.0
O02048,C00448,RR,boa vista,delivered,2016-11-05 07:25:16,2016-11-05 17:25:16,2016-11-18 07:25:16,2016-11-28 07:25:16,0,13,23,1,115.61,11.8,0.1021,1,utilidades_domesticas,5.0
O02073,C00315,SP,santos,delivered,2018-05-25 02:08:42,2018-05-26 16:08:42,2018-06-16 02:08:42,2018-06-07 02:08:42,1,22,13,1,397.15,23.43,0.059,1,moveis_decoracao,2.0
O02082,C00351,MT,rondonopolis,delivered,2016-12-07 00:13:17,2016-12-07 04:13:17,2016-12-27 00:13:17,2016-12-25 00:13:17,1,20,18,2,585.57,42.52,0.0702,1,pc_gamer,2.0
O02091,C00716,TO,porto nacional,delivered,2017-06-18 05:42:44,2017-06-19 11:42:44,2017-07-14 05:42:44,2017-06-25 05:42:44,1,26,7,5,868.88,99.53,0.6824,1,construcao_ferramentas,3.0
O02097,C00944,GO,goiania,delivered,2018-10-22 15:27:42,2018-10-24 12:27:42,2018-11-12 15:27:42,2018-11-09 15:27:42,1,21,18,1,72.83,18.75,0.2574,1,consoles_games,1.0
O02102,C01699,TO,paraíso do tocantins,delivered,2017-01-25 08:03:36,2017-01-25 17:03:36,2017-02-03 08:03:36,2017-02-08 08:03:36,0,9,14,1,152.59,48.15,0.3156,1,casa_jardim,4.0
O02111,C01743,ES,cariacica,delivered,2017-11-16 12:44:12,2017-11-17 14:44:12,2017-12-05 12:44:12,2017-11-27 12:44:12,1,19,11,1,227.02,45.98,0.2025,1,portateis_casa_forno_cafe,1.0
