order_id,target_late,n_items,total_price,total_freight,freight_to_price_ratio,payment_installments,payment_type,promised_days,purchase_weekday,purchase_month,cross_state,product_category,seller_hist_late_rate
O02195,1,1,287.68,45.84,0.1593,3,credit_card,20,5,2,0,alimentos_bebidas,0.5
O04437,1,2,882.27,24.83,0.0292,1,debit_card,14,6,2,0,casa_banheiro,0.43051234183779297
O01941,1,1,383.54,27.71,0.0722,2,boleto,17,0,2,0,papelaria,0.5555555555555556
O03101,0,1,327.45,6.46,0.0197,3,boleto,24,0,2,0,eletrodomesticos_2,0.4
O02155,0,1,124.83,47.72,0.3823,1,debit_card,24,0,2,0,moveis_jardim,0.4
O03243,1,2,867.17,40.99,0.0492,4,credit_card,14,1,2,0,cool_stuff,0.7639578163771712
O00425,0,1,486.92,43.99,0.0903,3,boleto,21,1,2,0,casa_banheiro,1.0
O02231,0,3,608.44,26.95,0.0489,1,boleto,23,1,2,0,consoles_games,0.29444444444444445
O03191,1,1,146.26,28.22,0.1929,1,voucher,6,1,2,0,portateis_casa_forno_cafe,0.625
O04219,1,1,50.92,13.86,0.2722,1,credit_card,21,1,2,0,casa_limpeza,1.0
O04135,1,1,241.6,16.49,0.0683,1,debit_card,12,1,2,0,casa_garagem,0.8
O03884,1,1,121.49,25.36,0.2087,2,boleto,21,1,2,0,casa_conforto_2,0.5
O00278,1,1,191.59,34.38,0.1794,3,debit_card,12,1,2,0,fraldas_higiene,0.625
O01465,0,1,252.71,45.25,0.1791,1,credit_card,23,1,2,0,dvds_blu_ray,0.2
O01789,1,1,445.79,11.06,0.0248,3,boleto,12,2,3,0,casa_limpeza,0.75
O01332,0,1,487.59,27.73,0.0569,3,debit_card,7,2,3,0,carnes,0.375
O00913,1,1,318.55,48.61,0.1526,1,voucher,16,2,3,0,flores,0.6666666666666666
O00975,0,1,406.77,18.99,0.0467,9,credit_card,25,3,3,0,casa_limpeza,0.5714285714285714
O04904,1,1,113.13,48.22,0.4262,4,debit_card,6,3,3,0,fashion_roupa_feminina,0.25
O03857,0,1,174.78,9.99,0.0572,4,boleto,23,3,3,0,portateis_cozinha,0.8
O04785,0,1,471.58,6.08,0.0129,1,credit_card,24,3,3,0,moveis_escritorio,0.5555555555555556
O01086,1,3,282.05,75.01,0.2794,9,boleto,9,3,3,0,casa_lavanderia,0.5925925925925927
O00603,1,1,474.53,36.41,0.0767,12,credit_card,21,4,3,0,casa_conforto,0.5714285714285714
O02731,1,1,340.3,32.66,0.096,4,voucher,12,4,3,0,beleza_saude,1.0
O01697,0,1,404.42,40.55,0.1003,3,credit_card,25,4,3,0,casa_construcao,0.4
O02132,0,1,373.02,21.87,0.0586,5,boleto,25,4,3,0,cama_mesa_banho,0.5714285714285714
O04803,1,1,398.15,14.19,0.0356,4,boleto,12,4,3,0,cool_stuff,0.42857142857142855
O00015,0,4,1358.06,89.1,0.0978,1,credit_card,25,4,3,0,alimentos_bebidas,0.4166666666666667
O02891,0,1,210.86,13.82,0.0655,2,voucher,12,4,3,0,casa_outros,0.0
O02916,1,1,48.97,36.52,0.7458,1,debit_card,16,5,3,0,casa_cozinha,0.5
O04742,1,2,534.65,58.07,0.1012,5,debit_card,5,5,3,0,artes,0.425
O03132,1,1,440.29,11.37,0.0258,3,boleto,10,6,3,0,cool_stuff,0.5
O02385,0,2,530.83,73.14,0.146,6,voucher,22,6,3,0,brinquedos,0.4642857142857143
O00729,1,1,136.11,36.57,0.2687,3,voucher,7,6,3,0,casa_conforto,0.5278787878787878
O00503,0,1,193.38,13.13,0.0679,2,voucher,19,6,3,0,portateis_casa_forno_cafe,0.2857142857142857
O00681,1,1,427.09,40.77,0.0955,4,boleto,18,6,3,0,casa_construcao,0.25
O04877,0,1,223.35,25.2,0.1128,7,debit_card,17,0,3,0,audio,0.6
O00067,0,2,502.56,76.47,0.2486,1,credit_card,23,0,3,0,livros_interesse,0.625
O01162,1,1,383.53,26.93,0.0702,4,credit_card,6,0,3,0,cama_mesa_banho,0.42857142857142855
O01410,1,1,381.47,32.44,0.085,3,voucher,23,0,3,0,casa_limpeza,0.3333333333333333
O00889,1,1,254.94,8.05,0.0316,1,credit_card,11,0,3,0,casa_jardim,0.4
O01327,1,1,44.85,38.02,0.8477,1,voucher,13,0,3,0,fashion_underwear,0.42857142857142855
O00357,1,2,380.95,22.01,0.0614,8,credit_card,16,0,3,0,cool_stuff,0.40701376936316697
O00845,1,3,784.25,105.47,0.1976,3,credit_card,11,0,3,0,dvds_blu_ray,0.4583333333333333
O03480,1,2,593.4,34.67,0.0688,5,boleto,21,1,3,0,fashion_calcados,0.3392857142857143
O02730,1,2,327.91,10.26,0.0325,1,debit_card,6,1,3,0,beleza_saude,0.675
O01902,1,1,287.74,10.42,0.0362,1,voucher,11,1,3,0,instrumentos_musicais,0.6666666666666666
O04729,1,2,482.94,78.61,0.7392,1,debit_card,22,1,3,0,cds_dvds_musicais,0.5722222222222222
O01944,1,2,660.39,45.56,0.058,1,voucher,5,2,3,0,casa_jardim,0.45238095238095233
O01675,0,1,83.03,33.31,0.4012,12,boleto,10,2,3,0,casa_conforto_2,0.75
O02206,0,1,487.18,18.35,0.0377,4,credit_card,23,2,3,0,casa_jardim,0.5
O02398,1,1,486.34,19.86,0.0408,4,voucher,17,2,3,0,fashion_underwear,0.5
O04055,1,1,373.79,27.18,0.0727,3,voucher,12,3,3,0,casa_banheiro,0.2
O00831,0,2,474.52,70.74,0.4201,1,credit_card,15,3,3,0,audio,0.5994239173619388
O00799,1,2,250.48,73.48,0.3909,1,credit_card,7,3,3,0,casa_cozinha,0.41666666666666663
O03047,1,1,241.76,15.48,0.064,4,voucher,15,3,3,0,carnes,0.6666666666666666
O01420,0,1,414.95,11.11,0.0268,1,boleto,22,3,3,0,artigos_nautica,0.4444444444444444
O01462,0,2,541.5,52.37,0.2343,3,boleto,20,3,3,0,casa_escritorio,0.55
O01268,1,1,449.72,29.03,0.0646,3,voucher,9,3,3,0,fraldas_higiene,0.6
O01247,1,1,196.92,15.47,0.0786,2,boleto,8,4,3,0,casa_banheiro,0.5
O04710,1,4,613.98,91.42,0.2436,7,debit_card,8,4,3,0,audio,0.4333333333333333
O01519,1,1,316.22,30.34,0.0959,5,voucher,18,4,3,0,la_cuisine,0.5
O02208,0,1,357.02,17.3,0.0485,4,boleto,9,5,3,0,alimentos_bebidas,0.6666666666666666
O01167,0,1,149.97,16.87,0.1125,3,boleto,17,5,3,0,casa_conforto_2,0.5
O01047,0,1,112.74,48.0,0.4258,1,debit_card,21,5,3,0,malas_acessorios,0.3333333333333333
O01888,0,3,521.79,73.88,0.1438,1,credit_card,25,5,3,0,fashion_roupa_feminina,0.5
O04744,0,1,415.79,27.84,0.067,2,credit_card,23,5,3,0,ferramentas_jardim,0.6
O03485,0,1,145.36,17.17,0.1181,5,boleto,11,6,3,0,casa_quarto,0.7
O01145,1,1,200.22,8.33,0.0416,1,credit_card,7,6,3,0,fashion_calcados,0.6666666666666666
O04185,1,1,353.85,44.25,0.1251,5,debit_card,18,6,3,0,papelaria,0.7142857142857143
O01304,0,3,755.35,80.75,0.1103,2,credit_card,19,6,3,0,alimentos_bebidas,0.49195319806006826
O02227,0,3,1148.64,67.05,0.0588,7,debit_card,22,0,3,0,casa_conforto_2,0.3611111111111111
O04553,0,1,320.24,27.3,0.0852,5,credit_card,18,0,3,0,carnes,0.16666666666666666
O03298,1,3,356.07,47.15,0.2796,2,debit_card,18,0,3,0,carnes,0.611111111111111
O00627,1,3,730.84,95.26,0.1944,5,debit_card,9,0,3,0,artes,0.5200428098851916
O03746,0,1,276.8,28.85,0.1042,4,credit_card,8,1,3,0,artigos_nautica,0.6666666666666666
O04110,0,1,282.43,27.48,0.0973,7,debit_card,17,1,3,0,fashion_underwear,0.5
O02934,0,1,285.44,9.58,0.0336,3,voucher,25,1,3,0,moveis_jardim,0.5
O01612,0,1,385.6,28.44,0.0738,8,credit_card,15,2,3,0,eletroportateis,0.25
O02139,0,2,321.46,71.65,0.2212,3,credit_card,24,2,3,0,alimentos_bebidas,0.4722222222222222
O03096,0,1,90.34,34.91,0.3864,7,voucher,25,3,3,0,casa_utilidades,0.3333333333333333
O03710,1,2,789.04,75.99,0.0962,2,boleto,11,3,3,0,fashion_underwear,0.6000000000000001
O03791,0,1,174.14,11.22,0.0644,4,credit_card,10,3,3,0,cool_stuff,0.6666666666666666
O04909,1,1,193.78,43.48,0.2244,2,boleto,8,3,3,0,fashion_roupa_feminina,0.625
O01713,0,3,836.92,124.72,0.1726,5,credit_card,23,3,3,0,livros_interesse,0.5454545454545454
O02187,1,1,413.38,38.36,0.0928,4,boleto,23,3,3,0,la_cuisine,0.6
O02203,1,1,296.8,23.27,0.0784,2,voucher,8,3,3,0,malas_acessorios,0.3333333333333333
O04409,1,4,1295.66,130.33,0.1093,12,voucher,19,3,3,0,cama_mesa_banho,0.4513888888888889
O01598,0,2,764.94,88.56,0.1199,7,voucher,23,3,3,0,audio,0.5506912442396313
O04046,0,1,178.55,26.72,0.1496,12,credit_card,13,4,3,0,la_cuisine,0.6666666666666666
O02469,1,1,322.6,43.19,0.1339,12,voucher,20,4,3,0,cama_mesa_banho,0.4
O02096,1,1,130.94,19.28,0.1472,3,debit_card,8,4,3,0,ferramentas_jardim,0.3333333333333333
O04731,0,2,633.41,46.73,0.0779,3,debit_card,22,5,3,0,ferramentas_jardim,0.5833333333333333
O01278,0,1,199.97,11.19,0.056,4,credit_card,12,5,3,0,casa_utilidades,0.4
O03675,0,2,223.13,82.78,0.5187,1,boleto,7,5,3,0,casa_outros,0.4722222222222222
O01886,0,1,142.62,37.69,0.2643,9,boleto,19,5,3,0,moveis_jardim,0.5
O00294,1,1,168.46,28.54,0.1694,3,voucher,20,5,3,0,cool_stuff,0.42857142857142855
O01969,1,2,252.46,54.65,0.2036,9,voucher,11,6,3,0,artigos_nautica,0.5476190476190476
O04461,1,1,486.89,32.45,0.0666,1,credit_card,5,6,3,0,eletroportateis,0.5555555555555556
O04764,1,1,101.89,48.09,0.472,5,boleto,14,6,3,0,eletronicos,0.4
O00495,1,1,62.86,7.27,0.1157,9,debit_card,17,6,3,0,automotivo,0.6666666666666666
O03098,0,3,631.42,38.19,0.0718,5,boleto,25,0,3,0,brinquedos,0.4603174603174603
O02754,0,1,317.43,16.04,0.0505,4,debit_card,11,0,3,0,casa_conforto_2,0.5714285714285714
O04180,0,2,383.75,46.87,0.1238,1,credit_card,25,0,3,0,casa_escritorio,0.5277777777777778
O00189,0,2,641.56,66.89,0.1116,8,debit_card,6,1,3,0,carnes,0.65
O03182,0,1,12.35,23.44,1.898,9,credit_card,22,1,3,0,papelaria,0.45454545454545453
O04847,1,1,379.91,25.34,0.0667,1,boleto,12,1,3,0,audio,0.875
O02542,1,1,442.11,29.85,0.0675,2,voucher,21,1,3,0,ferramentas_jardim,0.6
O01381,0,1,373.0,29.21,0.0783,1,boleto,24,1,3,0,instrumentos_musicais,0.5
O03872,0,1,485.73,41.82,0.0861,3,boleto,10,1,3,0,audio,0.8
O01342,0,1,464.97,25.08,0.0539,3,credit_card,22,1,3,0,moveis_colchao_estofado,0.25
O03593,0,2,443.78,38.45,0.0837,3,boleto,25,2,3,0,beleza_saude,0.5208333333333333
O02296,0,3,1370.69,61.29,0.0436,9,voucher,6,2,3,0,beleza_saude,0.5436507936507936
O03187,0,1,206.35,30.11,0.1459,3,voucher,16,3,3,0,perfumaria,0.2222222222222222
O04209,0,1,136.32,25.33,0.1858,9,voucher,16,3,3,0,cama_mesa_banho,0.5714285714285714
O04697,1,3,820.54,88.68,0.1788,4,credit_card,6,3,3,0,cama_mesa_banho,0.5717148941500688
O03988,0,2,416.93,76.27,0.2027,1,boleto,18,4,3,0,brinquedos,0.6071428571428572
O01421,1,1,486.26,49.71,0.1022,1,credit_card,9,4,3,0,casa_quarto,0.6
O00462,1,1,162.82,33.16,0.2037,4,debit_card,8,4,3,0,perfumaria,0.4
O03894,0,1,71.31,40.54,0.5685,1,voucher,21,4,3,0,cool_stuff,0.6363636363636364
O02009,0,2,355.2,77.62,0.2318,3,voucher,19,4,3,0,cool_stuff,0.5
O01880,1,1,403.4,33.58,0.0832,2,credit_card,15,5,3,0,perfumaria,1.0
O04735,0,3,1000.59,54.71,0.2062,1,credit_card,15,5,3,0,alimentos_bebidas,0.4444444444444444
O02662,1,1,147.02,8.78,0.0597,1,credit_card,18,5,3,0,casa_banheiro,0.6666666666666666
O02011,1,1,403.53,7.73,0.0192,6,credit_card,6,5,3,0,cama_mesa_banho,0.4
O03649,0,1,116.33,44.59,0.3833,2,boleto,8,5,3,0,eletrodomesticos,0.375
O00511,0,1,376.82,32.72,0.0868,1,debit_card,12,5,3,0,alimentos_bebidas,0.5
O04939,0,1,24.86,31.93,1.2844,10,boleto,18,5,3,0,moda_roupa,1.0
O01205,1,2,201.14,17.61,0.1144,3,credit_card,19,6,3,0,fashion_roupa_feminina,0.56171875
O01347,0,1,37.64,5.22,0.1387,1,credit_card,11,6,3,0,la_cuisine,0.5239687848383501
O01667,1,2,472.55,70.49,0.1766,2,voucher,19,6,3,0,utilidades_domesticas,0.7083333333333333
O00658,1,1,124.65,15.01,0.1204,1,voucher,14,6,3,0,casa_limpeza,0.3333333333333333
O03206,0,1,39.94,44.14,1.1052,2,boleto,18,6,3,0,la_cuisine,0.42857142857142855
O00168,0,1,387.1,18.53,0.0479,1,debit_card,11,6,3,0,utilidades_domesticas,0.8333333333333334
O00677,1,1,203.3,35.58,0.175,2,credit_card,14,0,3,0,cama_mesa_banho,1.0
O02771,0,1,342.71,33.75,0.0985,1,voucher,17,0,3,0,moveis_decoracao,0.4444444444444444
O02625,0,1,364.98,28.71,0.0787,4,debit_card,19,0,3,0,moveis_decoracao,0.5
O02062,1,1,319.52,49.24,0.1541,3,boleto,17,0,3,0,fashion_roupa_feminina,0.8333333333333334
O01443,0,1,43.61,44.8,1.0273,6,voucher,11,0,3,0,livros_interesse,1.0
O02889,1,1,37.32,21.64,0.5798,2,boleto,5,0,3,0,portateis_casa_forno_cafe,0.42857142857142855
O02495,0,1,433.65,44.6,0.1028,1,debit_card,20,1,3,0,flores,0.16666666666666666
O01134,1,1,113.16,42.26,0.3735,1,debit_card,8,1,3,0,moveis_decoracao,0.8
O04930,1,1,316.22,23.05,0.0729,7,voucher,15,1,3,0,seguros_servicos,0.5714285714285714
O03515,0,2,430.77,30.36,0.1206,1,voucher,25,1,3,0,brinquedos,0.5357142857142857
O01264,1,1,336.25,32.43,0.0964,10,debit_card,6,1,3,0,moveis_escritorio,0.25
O02532,0,1,477.83,8.53,0.0179,7,voucher,15,1,3,0,construcao_ferramentas,0.0
O02537,1,3,933.68,47.22,0.0483,5,boleto,7,1,3,0,casa_outros,0.45634920634920634
O01206,1,4,1247.02,98.29,0.1907,1,voucher,11,1,3,0,alimentos_bebidas,0.6370096496748479
O03915,0,2,102.55,66.12,0.8487,5,boleto,22,2,3,0,cool_stuff,0.5892857142857143
O01839,0,1,291.34,44.03,0.1511,1,credit_card,7,2,3,0,eletroportateis,0.75
O01608,1,1,24.75,32.22,1.3018,2,boleto,6,2,3,0,moveis_presentes,0.75
O03467,0,1,257.15,34.98,0.136,4,boleto,13,2,3,0,instrumentos_musicais,0.7142857142857143
O02397,0,5,1646.68,140.62,0.0956,1,debit_card,10,2,3,0,casa_banheiro,0.49987671232876707
O04968,0,1,386.06,25.85,0.067,3,credit_card,14,2,3,0,moveis_quarto,0.3
O01219,1,1,491.3,33.79,0.0688,10,boleto,12,3,3,0,moveis_presentes,0.5226652102676134
O04445,1,1,331.67,26.86,0.081,1,voucher,24,3,3,0,automotivo,0.6
O03081,0,4,1381.98,143.25,0.1149,6,debit_card,18,3,3,0,alimentos_bebidas,0.39404761904761904
O02583,0,3,408.73,49.18,0.216,2,debit_card,18,3,3,0,cool_stuff,0.48888888888888893
O00125,0,1,45.75,40.15,0.8776,1,boleto,14,3,3,0,alimentos_bebidas,0.3333333333333333
O01194,0,1,489.93,44.69,0.0912,1,boleto,16,3,3,0,sinalizacao_seguranca,0.6
O01135,1,2,511.43,91.14,2.0191,3,credit_card,15,3,3,0,casa_outros,0.7083333333333333
O01490,1,3,950.48,36.12,0.0438,1,voucher,21,4,3,0,alimentos_bebidas,0.625
O04768,0,3,1018.58,117.8,0.126,1,voucher,25,4,3,0,casa_banheiro,0.5311186737824528
O04984,1,3,629.05,71.27,0.133,4,boleto,9,4,3,0,alimentos_bebidas,0.2571428571428571
O01303,0,2,644.17,60.97,0.1275,3,debit_card,25,5,4,0,cds_dvds_musicais,0.7410714285714286
O03881,1,1,339.16,21.65,0.0638,1,credit_card,6,5,4,0,portateis_casa_forno_cafe,0.3333333333333333
O02562,0,1,38.46,39.63,1.0304,4,boleto,13,5,4,0,market_place,0.5
O02739,1,1,386.75,42.96,0.1111,6,credit_card,22,5,4,0,casa_jardim,0.6666666666666666
O00967,1,1,87.18,24.05,0.2759,5,boleto,20,6,4,0,casa_limpeza,0.42857142857142855
O00567,1,1,90.31,5.79,0.0641,2,boleto,5,6,4,0,moveis_decoracao,0.5
O01956,0,1,147.54,40.28,0.273,3,credit_card,15,6,4,0,casa_construcao,0.6363636363636364
O03906,0,1,107.73,30.4,0.2822,1,debit_card,6,6,4,0,portateis_cozinha,0.45454545454545453
O01668,0,2,505.07,58.29,0.1577,1,boleto,7,6,4,0,instrumentos_musicais,0.4732142857142857
O02718,0,1,42.67,24.17,0.5664,1,boleto,19,6,4,0,portateis_casa_forno_cafe,0.5714285714285714
O01708,0,1,215.4,38.22,0.1774,3,boleto,9,0,4,0,utilidades_domesticas,0.5
O02325,0,1,297.61,10.07,0.0338,7,debit_card,24,0,4,0,moveis_escritorio,0.6
O03720,1,1,379.11,14.94,0.0394,2,boleto,15,0,4,0,market_place,0.42857142857142855
O02591,1,2,413.71,89.41,0.2551,9,debit_card,19,0,4,0,fashion_esporte,0.6904761904761905
O01683,0,2,586.49,16.75,0.0465,4,credit_card,23,0,4,0,casa_limpeza,0.660427807486631
O02437,0,2,360.03,32.8,0.0997,3,debit_card,21,0,4,0,moveis_cozinha,0.5608974358974359
O00128,0,1,63.77,38.64,0.6059,1,voucher,21,1,4,0,market_place,0.3333333333333333
O03272,1,1,176.47,21.35,0.121,2,debit_card,9,1,4,0,cool_stuff,0.42857142857142855
O01375,0,1,60.92,30.89,0.5071,2,boleto,24,1,4,0,moveis_jardim,0.4166666666666667
O04983,0,2,652.2,29.78,0.0417,5,debit_card,12,2,4,0,artigos_nautica,0.5267857142857143
O04792,1,1,150.01,26.66,0.1777,1,credit_card,9,2,4,0,casa_iluminacao,0.5188930282064929
O00973,1,1,424.56,15.61,0.0368,1,boleto,16,2,4,0,cool_stuff,0.5191489361702127
O02324,0,1,493.61,35.68,0.0723,1,debit_card,21,2,4,0,artes,0.5
O03127,0,2,679.51,47.0,0.0647,2,boleto,13,2,4,0,moda_roupa,0.7083333333333333
O04168,1,1,336.83,35.59,0.1057,5,debit_card,10,2,4,0,moveis_escritorio,0.1111111111111111
O02331,0,1,189.07,31.39,0.166,4,debit_card,22,2,4,0,la_cuisine,0.5714285714285714
O02940,0,1,75.17,7.55,0.1004,2,voucher,13,2,4,0,casa_sala,0.25
O02508,0,1,463.93,37.89,0.0817,3,credit_card,14,2,4,0,portateis_casa_forno_cafe,0.8333333333333334
O02510,0,3,975.28,42.35,0.048,6,debit_card,16,2,4,0,artes,0.49831649831649827
O01341,1,3,520.31,50.4,0.2287,7,debit_card,18,3,4,0,fashion_bolsas,0.7168400023503144
O03443,1,3,851.57,113.94,0.1329,1,voucher,14,3,4,0,artigos_nautica,0.6428571428571429
O03128,0,2,324.74,74.92,0.4523,4,voucher,24,3,4,0,casa_construcao,0.75
O01034,1,1,320.66,48.51,0.1513,7,boleto,12,3,4,0,cool_stuff,1.0
O02854,1,2,403.26,25.74,0.1634,3,voucher,5,3,4,0,artigos_nautica,0.21428571428571427
O00534,0,1,102.4,23.77,0.2321,2,credit_card,11,3,4,0,moveis_escritorio,0.5
O04125,1,1,42.2,11.56,0.2739,1,debit_card,14,3,4,0,bebes,0.5
O04908,1,1,152.75,31.26,0.2046,6,credit_card,17,3,4,0,musica_arte,0.14285714285714285
O01398,1,2,333.64,31.09,0.0816,3,debit_card,14,4,4,0,casa_lavanderia,0.9
O04691,0,2,440.41,48.78,0.3904,1,voucher,23,4,4,0,eletrodomesticos_2,0.6764988638349939
O01496,1,1,333.76,8.61,0.0258,3,boleto,15,4,4,0,informatica_acessorios,0.38461538461538464
O02984,0,1,461.78,31.56,0.0683,1,credit_card,13,4,4,0,flores,0.4666666666666667
O02775,1,3,579.7,83.79,0.1922,5,boleto,10,4,4,0,casa_jardim,0.6452555381126809
O02825,1,1,151.33,11.46,0.0757,5,credit_card,9,4,4,0,casa_escritorio,0.6666666666666666
O01694,0,1,139.23,41.8,0.3002,1,voucher,23,4,4,0,la_cuisine,0.6
O01991,0,1,374.84,26.33,0.0702,2,credit_card,23,4,4,0,casa_banheiro,0.75
O04709,1,2,431.84,68.3,0.1596,4,boleto,18,5,4,0,automotivo,0.6527777777777778
O01733,0,1,262.86,19.9,0.0757,1,voucher,22,5,4,0,consoles_games,0.5200625325690463
O01314,1,2,589.41,54.6,0.1246,4,credit_card,6,5,4,0,casa_garagem,0.7946428571428572
O02815,0,1,493.59,38.78,0.0786,1,debit_card,25,5,4,0,consoles_games,0.25
O04496,0,3,751.43,64.73,0.0806,6,debit_card,13,5,4,0,casa_escritorio,0.4316736002773444
O03650,0,2,612.98,58.01,0.0893,3,boleto,9,5,4,0,artes,0.6309523809523809
O00335,0,3,877.08,80.41,0.4365,5,voucher,24,5,4,0,casa_utilidades,0.42063492063492064
O00025,1,1,124.31,46.81,0.3766,2,credit_card,7,6,4,0,brinquedos,0.3333333333333333
O02613,1,1,444.54,14.65,0.033,1,credit_card,5,6,4,0,consoles_games,0.5
O03273,0,1,56.02,8.9,0.1589,3,debit_card,13,6,4,0,moveis_presentes,0.5555555555555556
O04182,1,2,564.48,39.74,0.0815,3,boleto,15,0,4,0,livros_interesse,0.25
O01300,1,2,675.02,29.76,0.0572,7,credit_card,13,0,4,0,fashion_calcados,0.5178571428571428
O02630,1,2,320.36,79.96,0.3064,1,credit_card,11,0,4,0,eletronicos,0.6696428571428572
O03145,1,1,105.64,42.47,0.402,1,debit_card,16,0,4,0,malas_acessorios,0.4
O00356,1,1,404.58,35.46,0.0876,3,debit_card,13,0,4,0,malas_acessorios,0.5198351365275631
O00599,1,2,532.52,42.74,0.0826,2,credit_card,12,1,4,0,brinquedos,0.3482142857142857
O04060,0,1,466.16,42.03,0.0902,1,credit_card,22,1,4,0,market_place,0.6666666666666666
O03875,0,3,1394.16,103.25,0.0736,1,voucher,13,1,4,0,cool_stuff,0.5067694944301628
O03886,1,2,221.13,60.95,0.2812,5,boleto,12,1,4,0,automotivo,0.5833333333333333
O01444,0,1,301.96,12.85,0.0426,6,boleto,24,1,4,0,casa_cozinha,0.5
O00744,0,3,623.65,109.41,0.4988,6,voucher,17,1,4,0,casa_garagem,0.6444444444444444
O01338,0,1,419.54,13.78,0.0328,2,debit_card,25,2,4,0,seguros_servicos,0.3333333333333333
O02836,0,1,276.91,31.24,0.1128,5,boleto,22,2,4,0,fashion_roupa_feminina,0.4444444444444444
O01050,1,1,55.05,17.57,0.3192,4,boleto,7,2,4,0,papelaria,0.14285714285714285
O04613,1,3,715.81,70.44,0.1717,1,debit_card,22,2,4,0,casa_outros,0.463481956072656
O02342,0,1,153.93,41.64,0.2705,2,credit_card,25,3,4,0,eletronicos,0.4444444444444444
O02031,0,1,393.27,48.56,0.1235,2,boleto,15,3,4,0,flores,0.5
O02255,1,1,143.25,37.05,0.2586,3,credit_card,19,3,4,0,telefonia,0.6
O03174,0,4,1286.55,95.27,0.0806,12,credit_card,15,3,4,0,casa_garagem,0.625
O01707,1,1,468.64,29.04,0.062,4,voucher,23,3,4,0,fashion_bolsas,0.5
O01179,0,1,363.71,42.55,0.117,2,debit_card,21,3,4,0,instrumentos_musicais,0.75
O02277,1,1,484.24,11.48,0.0237,3,credit_card,9,3,4,0,alimentos_bebidas,0.5
O02442,1,2,89.22,73.84,0.8486,1,voucher,7,3,4,0,casa_construcao,0.5773809523809523
O00531,0,1,12.12,10.42,0.8597,12,credit_card,15,4,4,0,livros_interesse,0.6666666666666666
O00047,1,1,346.06,49.57,0.1432,1,credit_card,5,4,4,0,audio,0.6
O02404,1,1,111.09,20.22,0.182,3,voucher,5,4,4,0,casa_lavanderia,0.625
O04502,0,1,119.46,16.13,0.135,1,debit_card,13,4,4,0,beleza_saude,0.5
O03090,0,1,365.55,42.46,0.1162,1,debit_card,23,5,4,0,la_cuisine,0.3333333333333333
O00903,0,1,245.57,49.81,0.2028,2,boleto,18,5,4,0,market_place,0.5
O01326,0,1,348.97,28.14,0.0806,12,credit_card,23,5,4,0,pc_gamer,0.6666666666666666
O04906,1,2,721.14,82.45,0.1153,5,debit_card,7,5,4,0,automotivo,0.7777777777777777
O01968,0,1,149.9,31.71,0.2115,4,boleto,21,5,4,0,moveis_escritorio,0.6666666666666666
O04637,1,1,408.1,6.54,0.016,2,debit_card,11,6,4,0,audio,0.5181634712411706
O00350,1,1,232.05,10.87,0.0468,2,voucher,5,6,4,0,casa_escritorio,0.5
O02869,1,1,390.26,44.93,0.1151,8,voucher,15,6,4,0,casa_escritorio,0.4
O04285,1,1,312.23,5.22,0.0167,4,boleto,12,6,4,0,casa_lavanderia,0.8
O02892,0,4,1742.2,114.35,0.066,7,debit_card,22,6,4,0,beleza_saude,0.5924603174603175
O03794,1,2,694.73,30.91,0.0574,1,voucher,14,6,4,0,beleza_saude,0.4732142857142857
O01840,1,2,437.05,58.96,0.1301,1,debit_card,9,0,4,0,casa_limpeza,0.38961038961038963
O04566,1,1,231.2,39.32,0.1701,2,voucher,8,0,4,0,moveis_decoracao,0.5190571715145437
O00114,1,1,442.41,21.67,0.049,1,debit_card,14,0,4,0,casa_jardim,0.5
O04750,0,1,31.38,14.98,0.4774,2,boleto,24,0,4,0,casa_garagem,1.0
O03813,0,1,298.09,9.68,0.0325,2,voucher,21,0,4,0,alimentos_bebidas,0.3333333333333333
O02620,1,2,624.63,62.57,0.0919,12,voucher,15,0,4,0,alimentos_bebidas,0.47916666666666663
O00406,0,5,1194.66,85.87,0.1132,1,voucher,14,1,4,0,alimentos_bebidas,0.5472333333333333
O04944,1,1,167.89,19.66,0.1171,1,credit_card,11,1,4,0,livros_interesse,0.6666666666666666
O00675,0,1,62.54,8.23,0.1316,1,credit_card,13,1,4,0,automotivo,0.8
O00106,1,2,413.91,72.65,0.1974,1,boleto,9,1,4,0,moveis_decoracao,0.3333333333333333
O00563,1,1,285.34,19.72,0.0691,1,credit_card,5,2,4,0,portateis_casa_forno_cafe,0.375
O00839,0,2,731.27,39.38,0.0579,10,boleto,20,2,4,0,fashion_bolsas,0.5
O02303,1,5,1029.75,79.48,0.2753,4,credit_card,5,2,4,0,consoles_games,0.5955555555555556
O03165,0,1,351.48,32.62,0.0928,6,credit_card,11,2,4,0,casa_garagem,0.7142857142857143
O04327,1,2,764.73,61.45,0.0805,2,credit_card,20,2,4,0,casa_iluminacao,0.5096630327056492
O04250,1,2,787.64,44.81,0.0577,2,voucher,21,2,4,0,livros_interesse,0.325
O01085,0,1,407.27,31.13,0.0764,2,boleto,6,3,4,0,casa_conforto,0.4444444444444444
O03525,1,1,118.95,9.28,0.078,3,credit_card,10,3,4,0,moveis_decoracao,0.4444444444444444
O00696,0,3,1073.01,103.74,0.1021,4,boleto,22,3,4,0,casa_escritorio,0.5555555555555555
O01328,1,1,126.94,46.98,0.3701,2,boleto,14,3,4,0,consoles_games,0.4
